2021-11-06 14:00:30 [main] [readText] [23] INFO  epam.task4.reader.impl.TextReaderImpl - Text: 
2021-11-06 14:00:30 [main] [parse] [21] INFO  epam.task4.parser.impl.SymbolParser - by.epam.task4.entity.LetterAndSymbol@4659191b
2021-11-06 14:00:30 [main] [parse] [21] INFO  epam.task4.parser.impl.SymbolParser - by.epam.task4.entity.LetterAndSymbol@55634720
2021-11-06 14:00:30 [main] [parse] [21] INFO  epam.task4.parser.impl.SymbolParser - by.epam.task4.entity.LetterAndSymbol@4b0d79fc
2021-11-06 14:00:30 [main] [parse] [21] INFO  epam.task4.parser.impl.SymbolParser - by.epam.task4.entity.LetterAndSymbol@4c1909a3
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [17] INFO  epam.task4.parser.impl.SymbolParser - "
2021-11-06 14:00:30 [main] [parse] [21] INFO  epam.task4.parser.impl.SymbolParser - by.epam.task4.entity.LetterAndSymbol@428640fa
2021-11-06 14:00:30 [main] [parse] [76] INFO  epam.task4.parser.impl.LexemeParser - postCompositeSYMBOL, by.epam.task4.entity.LetterAndSymbol@428640fa

2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [17] INFO  epam.task4.parser.impl.SymbolParser - (
2021-11-06 14:00:30 [main] [parse] [21] INFO  epam.task4.parser.impl.SymbolParser - by.epam.task4.entity.LetterAndSymbol@d9345cd
2021-11-06 14:00:30 [main] [parse] [54] INFO  epam.task4.parser.impl.LexemeParser - preCompositeSYMBOL, by.epam.task4.entity.LetterAndSymbol@d9345cd

2021-11-06 14:00:30 [main] [parse] [17] INFO  epam.task4.parser.impl.SymbolParser - )
2021-11-06 14:00:30 [main] [parse] [21] INFO  epam.task4.parser.impl.SymbolParser - by.epam.task4.entity.LetterAndSymbol@2d710f1a
2021-11-06 14:00:30 [main] [parse] [76] INFO  epam.task4.parser.impl.LexemeParser - postCompositeSYMBOL, by.epam.task4.entity.LetterAndSymbol@2d710f1a

2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [17] INFO  epam.task4.parser.impl.SymbolParser - .
2021-11-06 14:00:30 [main] [parse] [21] INFO  epam.task4.parser.impl.SymbolParser - by.epam.task4.entity.LetterAndSymbol@29215f06
2021-11-06 14:00:30 [main] [parse] [76] INFO  epam.task4.parser.impl.LexemeParser - postCompositeSYMBOL, by.epam.task4.entity.LetterAndSymbol@29215f06

2021-11-06 14:00:30 [main] [parse] [38] INFO  epam.task4.parser.impl.LexemeParser - Math[]
2021-11-06 14:00:30 [main] [parse] [17] INFO  epam.task4.parser.impl.SymbolParser - .
2021-11-06 14:00:30 [main] [parse] [21] INFO  epam.task4.parser.impl.SymbolParser - by.epam.task4.entity.LetterAndSymbol@59505b48
2021-11-06 14:00:30 [main] [parse] [76] INFO  epam.task4.parser.impl.LexemeParser - postCompositeSYMBOL, by.epam.task4.entity.LetterAndSymbol@59505b48

2021-11-06 14:00:30 [main] [main] [30] INFO  by.epam.task4.main.Main - PARAGRAPH, SENTENCE, LEXEME, SYMBOL, by.epam.task4.entity.LetterAndSymbol@3cebbb30
SYMBOL, by.epam.task4.entity.LetterAndSymbol@12aba8be
SYMBOL, by.epam.task4.entity.LetterAndSymbol@290222c1
SYMBOL, by.epam.task4.entity.LetterAndSymbol@67f639d3
SYMBOL, by.epam.task4.entity.LetterAndSymbol@6253c26
SYMBOL, by.epam.task4.entity.LetterAndSymbol@49049a04
SYMBOL, by.epam.task4.entity.LetterAndSymbol@71a8adcf
SYMBOL, by.epam.task4.entity.LetterAndSymbol@27462a88
SYMBOL, by.epam.task4.entity.LetterAndSymbol@82de64a
SYMBOL, by.epam.task4.entity.LetterAndSymbol@659499f1
SYMBOL, by.epam.task4.entity.LetterAndSymbol@51e69659
SYMBOL, by.epam.task4.entity.LetterAndSymbol@47e2e487
SYMBOL, by.epam.task4.entity.LetterAndSymbol@201a4587
SYMBOL, by.epam.task4.entity.LetterAndSymbol@61001b64
SYMBOL, by.epam.task4.entity.LetterAndSymbol@4310d43
SYMBOL, by.epam.task4.entity.LetterAndSymbol@54a7079e
SYMBOL, by.epam.task4.entity.LetterAndSymbol@26e356f0
SYMBOL, by.epam.task4.entity.LetterAndSymbol@47d9a273
SYMBOL, by.epam.task4.entity.LetterAndSymbol@4b8ee4de
SYMBOL, by.epam.task4.entity.LetterAndSymbol@27f981c6
SYMBOL, by.epam.task4.entity.LetterAndSymbol@1b11171f
SYMBOL, by.epam.task4.entity.LetterAndSymbol@1151e434
SYMBOL, by.epam.task4.entity.LetterAndSymbol@2dc54ad4
SYMBOL, by.epam.task4.entity.LetterAndSymbol@4659191b
SYMBOL, by.epam.task4.entity.LetterAndSymbol@55634720
SYMBOL, by.epam.task4.entity.LetterAndSymbol@4b0d79fc
SYMBOL, by.epam.task4.entity.LetterAndSymbol@4c1909a3
 
LEXEME, SYMBOL, by.epam.task4.entity.LetterAndSymbol@428640fa
 
LEXEME, SYMBOL, by.epam.task4.entity.LetterAndSymbol@d9345cd
 
LEXEME, SYMBOL, by.epam.task4.entity.LetterAndSymbol@2d710f1a
 
LEXEME, SYMBOL, by.epam.task4.entity.LetterAndSymbol@29215f06
 

 
PARAGRAPH, SENTENCE, LEXEME, SYMBOL, by.epam.task4.entity.LetterAndSymbol@59505b48
 

 

